instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,year,workingday_str,time_category
6340,2011-09-26,4,0,9,17,0,1,1,1,0.7,0.6515,0.7,0.1343,61,509,570,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6341,2011-09-26,4,0,9,18,0,1,1,1,0.66,0.6061,0.83,0.1045,63,490,553,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6342,2011-09-26,4,0,9,19,0,1,1,1,0.66,0.6061,0.82,0.0896,36,347,383,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6343,2011-09-26,4,0,9,20,0,1,1,1,0.64,0.5758,0.89,0.1343,24,227,251,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6344,2011-09-26,4,0,9,21,0,1,1,1,0.64,0.5758,0.89,0.1343,18,164,182,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6345,2011-09-26,4,0,9,22,0,1,1,1,0.62,0.5455,0.94,0.1343,14,122,136,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6346,2011-09-26,4,0,9,23,0,1,1,1,0.62,0.5455,0.94,0.1343,11,64,75,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6347,2011-09-27,4,0,9,0,0,2,1,1,0.62,0.5455,0.94,0.1343,9,28,37,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6348,2011-09-27,4,0,9,1,0,2,1,1,0.62,0.5455,0.94,0.1642,4,6,10,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6349,2011-09-27,4,0,9,2,0,2,1,1,0.62,0.5455,0.94,0.1045,7,4,11,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6350,2011-09-27,4,0,9,3,0,2,1,2,0.62,0.5455,0.94,0.0,5,5,10,Winter,Misty/Cloudy,2011,Working Day,Night (20-05)
6351,2011-09-27,4,0,9,4,0,2,1,3,0.62,0.5455,0.94,0.0896,5,3,8,Winter,Light Snow/Rain,2011,Working Day,Night (20-05)
6352,2011-09-27,4,0,9,5,0,2,1,3,0.62,0.5455,0.94,0.0896,0,24,24,Winter,Light Snow/Rain,2011,Working Day,Morning (05-11)
6353,2011-09-27,4,0,9,6,0,2,1,2,0.62,0.5455,0.94,0.1045,8,116,124,Winter,Misty/Cloudy,2011,Working Day,Morning (05-11)
6354,2011-09-27,4,0,9,7,0,2,1,2,0.62,0.5455,0.94,0.1045,15,234,249,Winter,Misty/Cloudy,2011,Working Day,Morning (05-11)
6355,2011-09-27,4,0,9,8,0,2,1,2,0.64,0.5758,0.89,0.1045,27,400,427,Winter,Misty/Cloudy,2011,Working Day,Morning (05-11)
6356,2011-09-27,4,0,9,9,0,2,1,3,0.64,0.5758,0.89,0.194,20,173,193,Winter,Light Snow/Rain,2011,Working Day,Morning (05-11)
6357,2011-09-27,4,0,9,10,0,2,1,3,0.64,0.5606,0.94,0.1642,21,101,122,Winter,Light Snow/Rain,2011,Working Day,Morning (05-11)
6358,2011-09-27,4,0,9,11,0,2,1,2,0.66,0.5909,0.89,0.1045,26,97,123,Winter,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
6359,2011-09-27,4,0,9,12,0,2,1,2,0.66,0.5909,0.89,0.1343,33,129,162,Winter,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
6360,2011-09-27,4,0,9,13,0,2,1,2,0.7,0.6667,0.74,0.2239,29,122,151,Winter,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
6361,2011-09-27,4,0,9,14,0,2,1,2,0.68,0.6364,0.79,0.1045,29,123,152,Winter,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
6362,2011-09-27,4,0,9,15,0,2,1,2,0.68,0.6364,0.83,0.0896,35,170,205,Winter,Misty/Cloudy,2011,Working Day,Evening (15-20)
6363,2011-09-27,4,0,9,16,0,2,1,2,0.66,0.6061,0.83,0.194,33,225,258,Winter,Misty/Cloudy,2011,Working Day,Evening (15-20)
6364,2011-09-27,4,0,9,17,0,2,1,2,0.66,0.5909,0.89,0.194,50,480,530,Winter,Misty/Cloudy,2011,Working Day,Evening (15-20)
6365,2011-09-27,4,0,9,18,0,2,1,2,0.64,0.5758,0.89,0.2239,31,325,356,Winter,Misty/Cloudy,2011,Working Day,Evening (15-20)
6366,2011-09-27,4,0,9,19,0,2,1,2,0.64,0.5758,0.89,0.1343,26,294,320,Winter,Misty/Cloudy,2011,Working Day,Evening (15-20)
6367,2011-09-27,4,0,9,20,0,2,1,1,0.62,0.5909,0.78,0.0,17,221,238,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6368,2011-09-27,4,0,9,21,0,2,1,1,0.6,0.5606,0.83,0.0,17,179,196,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6369,2011-09-27,4,0,9,22,0,2,1,1,0.6,0.5455,0.88,0.0896,19,102,121,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6370,2011-09-27,4,0,9,23,0,2,1,1,0.6,0.5455,0.88,0.0896,11,82,93,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6371,2011-09-28,4,0,9,0,0,3,1,1,0.6,0.5455,0.88,0.0,7,29,36,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6372,2011-09-28,4,0,9,1,0,3,1,1,0.6,0.5455,0.88,0.0,1,13,14,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6373,2011-09-28,4,0,9,2,0,3,1,1,0.6,0.5455,0.88,0.2537,0,9,9,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6374,2011-09-28,4,0,9,3,0,3,1,2,0.6,0.5152,0.94,0.0896,0,3,3,Winter,Misty/Cloudy,2011,Working Day,Night (20-05)
6375,2011-09-28,4,0,9,4,0,3,1,1,0.6,0.5455,0.88,0.0,1,3,4,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6376,2011-09-28,4,0,9,5,0,3,1,2,0.6,0.5152,0.94,0.0,2,20,22,Winter,Misty/Cloudy,2011,Working Day,Morning (05-11)
6377,2011-09-28,4,0,9,6,0,3,1,3,0.6,0.5152,0.94,0.1642,3,111,114,Winter,Light Snow/Rain,2011,Working Day,Morning (05-11)
6378,2011-09-28,4,0,9,7,0,3,1,3,0.6,0.5152,0.94,0.1642,8,177,185,Winter,Light Snow/Rain,2011,Working Day,Morning (05-11)
6379,2011-09-28,4,0,9,8,0,3,1,3,0.62,0.5455,0.94,0.2239,17,270,287,Winter,Light Snow/Rain,2011,Working Day,Morning (05-11)
6380,2011-09-28,4,0,9,9,0,3,1,3,0.62,0.5455,0.94,0.2239,14,141,155,Winter,Light Snow/Rain,2011,Working Day,Morning (05-11)
6381,2011-09-28,4,0,9,10,0,3,1,2,0.62,0.5455,0.94,0.0,20,109,129,Winter,Misty/Cloudy,2011,Working Day,Morning (05-11)
6382,2011-09-28,4,0,9,11,0,3,1,2,0.66,0.6061,0.83,0.1045,24,127,151,Winter,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
6383,2011-09-28,4,0,9,12,0,3,1,2,0.68,0.6364,0.79,0.0,25,159,184,Winter,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
6384,2011-09-28,4,0,9,13,0,3,1,1,0.7,0.6667,0.74,0.2537,24,138,162,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6385,2011-09-28,4,0,9,14,0,3,1,1,0.72,0.6818,0.62,0.2537,25,145,170,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6386,2011-09-28,4,0,9,15,0,3,1,1,0.7,0.6515,0.7,0.1343,35,146,181,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6387,2011-09-28,4,0,9,16,0,3,1,1,0.7,0.6515,0.7,0.194,39,241,280,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6388,2011-09-28,4,0,9,17,0,3,1,1,0.7,0.6515,0.7,0.2239,64,527,591,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6389,2011-09-28,4,0,9,18,0,3,1,3,0.66,0.6061,0.83,0.2537,65,459,524,Winter,Light Snow/Rain,2011,Working Day,Evening (15-20)
6390,2011-09-28,4,0,9,19,0,3,1,3,0.66,0.6061,0.83,0.2537,57,315,372,Winter,Light Snow/Rain,2011,Working Day,Evening (15-20)
6391,2011-09-28,4,0,9,20,0,3,1,3,0.6,0.5606,0.83,0.2985,11,91,102,Winter,Light Snow/Rain,2011,Working Day,Night (20-05)
6392,2011-09-28,4,0,9,21,0,3,1,3,0.6,0.5455,0.88,0.2537,7,67,74,Winter,Light Snow/Rain,2011,Working Day,Night (20-05)
6393,2011-09-28,4,0,9,22,0,3,1,1,0.6,0.5455,0.88,0.0896,19,68,87,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6394,2011-09-28,4,0,9,23,0,3,1,1,0.6,0.5152,0.94,0.1343,12,59,71,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6395,2011-09-29,4,0,9,0,0,4,1,1,0.6,0.5152,0.94,0.194,7,33,40,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6396,2011-09-29,4,0,9,1,0,4,1,2,0.6,0.5,1.0,0.194,3,20,23,Winter,Misty/Cloudy,2011,Working Day,Night (20-05)
6397,2011-09-29,4,0,9,2,0,4,1,2,0.6,0.5,1.0,0.194,0,2,2,Winter,Misty/Cloudy,2011,Working Day,Night (20-05)
6398,2011-09-29,4,0,9,3,0,4,1,2,0.6,0.5152,0.94,0.194,0,8,8,Winter,Misty/Cloudy,2011,Working Day,Night (20-05)
6399,2011-09-29,4,0,9,4,0,4,1,2,0.6,0.5455,0.88,0.194,2,5,7,Winter,Misty/Cloudy,2011,Working Day,Night (20-05)
6400,2011-09-29,4,0,9,5,0,4,1,2,0.6,0.5455,0.88,0.1045,0,22,22,Winter,Misty/Cloudy,2011,Working Day,Morning (05-11)
6401,2011-09-29,4,0,9,6,0,4,1,2,0.6,0.5455,0.88,0.0896,5,106,111,Winter,Misty/Cloudy,2011,Working Day,Morning (05-11)
6402,2011-09-29,4,0,9,7,0,4,1,1,0.6,0.5455,0.88,0.1343,14,269,283,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6403,2011-09-29,4,0,9,8,0,4,1,1,0.6,0.5606,0.83,0.0,29,402,431,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6404,2011-09-29,4,0,9,9,0,4,1,1,0.62,0.5909,0.78,0.2537,27,198,225,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6405,2011-09-29,4,0,9,10,0,4,1,1,0.64,0.6061,0.65,0.194,24,103,127,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6406,2011-09-29,4,0,9,11,0,4,1,1,0.62,0.6061,0.61,0.194,36,122,158,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6407,2011-09-29,4,0,9,12,0,4,1,1,0.66,0.6212,0.61,0.1642,38,157,195,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6408,2011-09-29,4,0,9,13,0,4,1,1,0.64,0.6212,0.61,0.194,36,175,211,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6409,2011-09-29,4,0,9,14,0,4,1,1,0.68,0.6364,0.51,0.2985,33,134,167,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6410,2011-09-29,4,0,9,15,0,4,1,1,0.68,0.6364,0.45,0.3881,42,185,227,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6411,2011-09-29,4,0,9,16,0,4,1,1,0.68,0.6364,0.41,0.3582,64,227,291,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6412,2011-09-29,4,0,9,17,0,4,1,1,0.66,0.6212,0.47,0.2985,62,527,589,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6413,2011-09-29,4,0,9,18,0,4,1,1,0.64,0.6212,0.41,0.2239,84,500,584,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6414,2011-09-29,4,0,9,19,0,4,1,1,0.62,0.6212,0.5,0.0896,36,348,384,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6415,2011-09-29,4,0,9,20,0,4,1,1,0.6,0.6212,0.53,0.0896,39,234,273,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6416,2011-09-29,4,0,9,21,0,4,1,1,0.58,0.5455,0.56,0.0,30,195,225,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6417,2011-09-29,4,0,9,22,0,4,1,1,0.56,0.5303,0.68,0.0,25,150,175,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6418,2011-09-29,4,0,9,23,0,4,1,1,0.52,0.5,0.77,0.1045,17,64,81,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6419,2011-09-30,4,0,9,0,0,5,1,1,0.52,0.5,0.83,0.1045,7,53,60,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6420,2011-09-30,4,0,9,1,0,5,1,1,0.52,0.5,0.77,0.0896,5,18,23,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6421,2011-09-30,4,0,9,2,0,5,1,1,0.52,0.5,0.83,0.1045,6,9,15,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6422,2011-09-30,4,0,9,3,0,5,1,1,0.52,0.5,0.83,0.1045,0,3,3,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6423,2011-09-30,4,0,9,4,0,5,1,1,0.52,0.5,0.83,0.194,2,6,8,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6424,2011-09-30,4,0,9,5,0,5,1,1,0.52,0.5,0.83,0.194,3,23,26,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6425,2011-09-30,4,0,9,6,0,5,1,1,0.52,0.5,0.83,0.2239,0,98,98,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6426,2011-09-30,4,0,9,7,0,5,1,1,0.52,0.5,0.83,0.2239,14,283,297,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6427,2011-09-30,4,0,9,8,0,5,1,1,0.54,0.5152,0.77,0.1343,31,425,456,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6428,2011-09-30,4,0,9,9,0,5,1,1,0.56,0.5303,0.73,0.194,23,214,237,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6429,2011-09-30,4,0,9,10,0,5,1,1,0.6,0.6061,0.64,0.0,46,122,168,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6430,2011-09-30,4,0,9,11,0,5,1,1,0.64,0.6212,0.57,0.0896,49,168,217,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6431,2011-09-30,4,0,9,12,0,5,1,2,0.64,0.6212,0.57,0.194,59,195,254,Winter,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
6432,2011-09-30,4,0,9,13,0,5,1,2,0.66,0.6212,0.47,0.3284,72,194,266,Winter,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
6433,2011-09-30,4,0,9,14,0,5,1,2,0.64,0.6212,0.47,0.2985,93,173,266,Winter,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
6434,2011-09-30,4,0,9,15,0,5,1,1,0.64,0.6212,0.5,0.2836,52,193,245,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6435,2011-09-30,4,0,9,16,0,5,1,1,0.62,0.6212,0.53,0.2239,62,298,360,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6436,2011-09-30,4,0,9,17,0,5,1,1,0.62,0.6212,0.53,0.194,94,497,591,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6437,2011-09-30,4,0,9,18,0,5,1,1,0.58,0.5455,0.49,0.3582,62,449,511,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6438,2011-09-30,4,0,9,19,0,5,1,1,0.54,0.5152,0.52,0.2836,42,332,374,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6439,2011-09-30,4,0,9,20,0,5,1,1,0.54,0.5152,0.52,0.2836,28,202,230,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6440,2011-09-30,4,0,9,21,0,5,1,1,0.52,0.5,0.55,0.194,27,179,206,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6441,2011-09-30,4,0,9,22,0,5,1,1,0.52,0.5,0.55,0.3284,30,129,159,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6442,2011-09-30,4,0,9,23,0,5,1,1,0.52,0.5,0.55,0.3284,23,109,132,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6443,2011-10-01,4,0,10,0,0,6,0,1,0.5,0.4848,0.63,0.3881,24,106,130,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6444,2011-10-01,4,0,10,1,0,6,0,1,0.48,0.4697,0.67,0.3284,11,47,58,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6445,2011-10-01,4,0,10,2,0,6,0,1,0.46,0.4545,0.63,0.4179,21,46,67,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6446,2011-10-01,4,0,10,3,0,6,0,1,0.46,0.4545,0.59,0.4179,8,17,25,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6447,2011-10-01,4,0,10,4,0,6,0,1,0.44,0.4394,0.58,0.4179,2,6,8,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6448,2011-10-01,4,0,10,5,0,6,0,2,0.44,0.4394,0.62,0.2985,1,4,5,Winter,Misty/Cloudy,2011,Holiday/Weekend,Morning (05-11)
6449,2011-10-01,4,0,10,6,0,6,0,1,0.42,0.4242,0.67,0.3284,4,15,19,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6450,2011-10-01,4,0,10,7,0,6,0,3,0.42,0.4242,0.67,0.2537,6,30,36,Winter,Light Snow/Rain,2011,Holiday/Weekend,Morning (05-11)
6451,2011-10-01,4,0,10,8,0,6,0,2,0.4,0.4091,0.76,0.3284,9,58,67,Winter,Misty/Cloudy,2011,Holiday/Weekend,Morning (05-11)
6452,2011-10-01,4,0,10,9,0,6,0,3,0.4,0.4091,0.82,0.3582,17,112,129,Winter,Light Snow/Rain,2011,Holiday/Weekend,Morning (05-11)
6453,2011-10-01,4,0,10,10,0,6,0,3,0.4,0.4091,0.76,0.3582,21,100,121,Winter,Light Snow/Rain,2011,Holiday/Weekend,Morning (05-11)
6454,2011-10-01,4,0,10,11,0,6,0,3,0.38,0.3939,0.82,0.3284,30,102,132,Winter,Light Snow/Rain,2011,Holiday/Weekend,Afternoon (11-15)
6455,2011-10-01,4,0,10,12,0,6,0,2,0.4,0.4091,0.82,0.2537,28,130,158,Winter,Misty/Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
6456,2011-10-01,4,0,10,13,0,6,0,2,0.4,0.4091,0.82,0.3284,27,98,125,Winter,Misty/Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
6457,2011-10-01,4,0,10,14,0,6,0,2,0.42,0.4242,0.71,0.3582,33,147,180,Winter,Misty/Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
6458,2011-10-01,4,0,10,15,0,6,0,2,0.42,0.4242,0.71,0.2836,41,154,195,Winter,Misty/Cloudy,2011,Holiday/Weekend,Evening (15-20)
6459,2011-10-01,4,0,10,16,0,6,0,2,0.4,0.4091,0.76,0.2985,58,165,223,Winter,Misty/Cloudy,2011,Holiday/Weekend,Evening (15-20)
6460,2011-10-01,4,0,10,17,0,6,0,3,0.4,0.4091,0.76,0.194,58,170,228,Winter,Light Snow/Rain,2011,Holiday/Weekend,Evening (15-20)
6461,2011-10-01,4,0,10,18,0,6,0,3,0.38,0.3939,0.87,0.2239,23,117,140,Winter,Light Snow/Rain,2011,Holiday/Weekend,Evening (15-20)
6462,2011-10-01,4,0,10,19,0,6,0,2,0.38,0.3939,0.82,0.194,27,99,126,Winter,Misty/Cloudy,2011,Holiday/Weekend,Evening (15-20)
6463,2011-10-01,4,0,10,20,0,6,0,3,0.36,0.3636,0.87,0.1045,8,58,66,Winter,Light Snow/Rain,2011,Holiday/Weekend,Night (20-05)
6464,2011-10-01,4,0,10,21,0,6,0,3,0.36,0.3636,0.87,0.1045,3,53,56,Winter,Light Snow/Rain,2011,Holiday/Weekend,Night (20-05)
6465,2011-10-01,4,0,10,22,0,6,0,2,0.36,0.3485,0.93,0.2239,12,58,70,Winter,Misty/Cloudy,2011,Holiday/Weekend,Night (20-05)
6466,2011-10-01,4,0,10,23,0,6,0,3,0.36,0.3485,0.93,0.2239,8,57,65,Winter,Light Snow/Rain,2011,Holiday/Weekend,Night (20-05)
6467,2011-10-02,4,0,10,0,0,0,0,3,0.36,0.3333,0.93,0.2985,4,43,47,Winter,Light Snow/Rain,2011,Holiday/Weekend,Night (20-05)
6468,2011-10-02,4,0,10,1,0,0,0,3,0.34,0.3182,0.87,0.2537,1,23,24,Winter,Light Snow/Rain,2011,Holiday/Weekend,Night (20-05)
6469,2011-10-02,4,0,10,2,0,0,0,3,0.34,0.303,0.87,0.2985,3,27,30,Winter,Light Snow/Rain,2011,Holiday/Weekend,Night (20-05)
6470,2011-10-02,4,0,10,3,0,0,0,3,0.34,0.3182,0.87,0.2836,4,5,9,Winter,Light Snow/Rain,2011,Holiday/Weekend,Night (20-05)
6471,2011-10-02,4,0,10,4,0,0,0,2,0.34,0.3182,0.87,0.2537,4,3,7,Winter,Misty/Cloudy,2011,Holiday/Weekend,Night (20-05)
6472,2011-10-02,4,0,10,5,0,0,0,1,0.32,0.303,0.87,0.2836,0,7,7,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6473,2011-10-02,4,0,10,6,0,0,0,1,0.32,0.3182,0.81,0.1642,2,13,15,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6474,2011-10-02,4,0,10,7,0,0,0,1,0.34,0.3333,0.76,0.194,5,24,29,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6475,2011-10-02,4,0,10,8,0,0,0,2,0.34,0.3333,0.76,0.194,14,50,64,Winter,Misty/Cloudy,2011,Holiday/Weekend,Morning (05-11)
6476,2011-10-02,4,0,10,9,0,0,0,1,0.36,0.3333,0.76,0.3582,19,96,115,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6477,2011-10-02,4,0,10,10,0,0,0,2,0.36,0.3333,0.71,0.2836,60,188,248,Winter,Misty/Cloudy,2011,Holiday/Weekend,Morning (05-11)
6478,2011-10-02,4,0,10,11,0,0,0,2,0.38,0.3939,0.66,0.2537,74,218,292,Winter,Misty/Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
6479,2011-10-02,4,0,10,12,0,0,0,2,0.4,0.4091,0.62,0.194,78,243,321,Winter,Misty/Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
6480,2011-10-02,4,0,10,13,0,0,0,3,0.4,0.4091,0.62,0.2239,84,224,308,Winter,Light Snow/Rain,2011,Holiday/Weekend,Afternoon (11-15)
6481,2011-10-02,4,0,10,14,0,0,0,3,0.36,0.3485,0.81,0.1642,61,195,256,Winter,Light Snow/Rain,2011,Holiday/Weekend,Afternoon (11-15)
6482,2011-10-02,4,0,10,15,0,0,0,3,0.36,0.3333,0.81,0.2537,29,144,173,Winter,Light Snow/Rain,2011,Holiday/Weekend,Evening (15-20)
6483,2011-10-02,4,0,10,16,0,0,0,3,0.36,0.3485,0.87,0.194,44,162,206,Winter,Light Snow/Rain,2011,Holiday/Weekend,Evening (15-20)
6484,2011-10-02,4,0,10,17,0,0,0,3,0.36,0.3485,0.87,0.1642,32,135,167,Winter,Light Snow/Rain,2011,Holiday/Weekend,Evening (15-20)
6485,2011-10-02,4,0,10,18,0,0,0,2,0.36,0.3485,0.81,0.194,16,158,174,Winter,Misty/Cloudy,2011,Holiday/Weekend,Evening (15-20)
6486,2011-10-02,4,0,10,19,0,0,0,2,0.38,0.3939,0.76,0.1642,34,128,162,Winter,Misty/Cloudy,2011,Holiday/Weekend,Evening (15-20)
6487,2011-10-02,4,0,10,20,0,0,0,2,0.36,0.3333,0.76,0.2537,16,71,87,Winter,Misty/Cloudy,2011,Holiday/Weekend,Night (20-05)
6488,2011-10-02,4,0,10,21,0,0,0,1,0.36,0.3485,0.71,0.2239,17,71,88,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6489,2011-10-02,4,0,10,22,0,0,0,3,0.36,0.3636,0.81,0.0896,9,55,64,Winter,Light Snow/Rain,2011,Holiday/Weekend,Night (20-05)
6490,2011-10-02,4,0,10,23,0,0,0,1,0.36,0.3636,0.81,0.0896,6,19,25,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6491,2011-10-03,4,0,10,0,0,1,1,1,0.34,0.3485,0.87,0.1045,3,13,16,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6492,2011-10-03,4,0,10,1,0,1,1,1,0.36,0.3636,0.81,0.0896,1,5,6,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6493,2011-10-03,4,0,10,2,0,1,1,1,0.36,0.3636,0.76,0.1045,0,4,4,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6494,2011-10-03,4,0,10,3,0,1,1,1,0.36,0.3788,0.81,0.0,1,6,7,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6495,2011-10-03,4,0,10,4,0,1,1,1,0.34,0.3485,0.87,0.1045,2,6,8,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6496,2011-10-03,4,0,10,5,0,1,1,2,0.36,0.3636,0.76,0.1045,4,17,21,Winter,Misty/Cloudy,2011,Working Day,Morning (05-11)
6497,2011-10-03,4,0,10,6,0,1,1,2,0.36,0.3788,0.71,0.0,3,91,94,Winter,Misty/Cloudy,2011,Working Day,Morning (05-11)
6498,2011-10-03,4,0,10,7,0,1,1,2,0.36,0.3485,0.71,0.1343,8,241,249,Winter,Misty/Cloudy,2011,Working Day,Morning (05-11)
6499,2011-10-03,4,0,10,8,0,1,1,2,0.36,0.3636,0.71,0.1045,13,359,372,Winter,Misty/Cloudy,2011,Working Day,Morning (05-11)
6500,2011-10-03,4,0,10,9,0,1,1,2,0.4,0.4091,0.66,0.0896,12,141,153,Winter,Misty/Cloudy,2011,Working Day,Morning (05-11)
6501,2011-10-03,4,0,10,10,0,1,1,2,0.4,0.4091,0.66,0.1045,19,82,101,Winter,Misty/Cloudy,2011,Working Day,Morning (05-11)
6502,2011-10-03,4,0,10,11,0,1,1,2,0.4,0.4091,0.71,0.2239,26,100,126,Winter,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
6503,2011-10-03,4,0,10,12,0,1,1,2,0.4,0.4091,0.71,0.1343,29,118,147,Winter,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
6504,2011-10-03,4,0,10,13,0,1,1,3,0.42,0.4242,0.67,0.1642,16,102,118,Winter,Light Snow/Rain,2011,Working Day,Afternoon (11-15)
6505,2011-10-03,4,0,10,14,0,1,1,3,0.4,0.4091,0.76,0.0,26,94,120,Winter,Light Snow/Rain,2011,Working Day,Afternoon (11-15)
